FILE_NAME,DATE_ANNOTATED,MKGROUP,TOTAL_NUM_MK,IDABLE_NUM_MK,MKIDS,TOYS,UNKNOWN_GUESS,COMMENTS
20220331_SD02_3465.JPG,2022-06-22,Instigators,3,3,"[68E, 42K, 79G]",,,
20220331_SD02_3470.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220331_SD02_3471.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220331_SD02_3472.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3473.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3474.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220331_SD02_3478.JPG,2022-06-27,Instigators,1,1,[Unknown1],,DNK,
20220331_SD02_3479.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3480.JPG,2022-06-27,Instigators,1,1,"[Unknown1, Unknown2]",,"I, J",
20220331_SD02_3482.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3483.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3484.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3485.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3486.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3487.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3488.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220331_SD02_3489.JPG,2022-06-27,Instigators,1,1,[134J],,,
20220331_SD02_3490.JPG,2022-06-22,Instigators,1,1,[144H],,,
20220331_SD02_3491.JPG,2022-06-27,Instigators,1,1,[114J],,,
20220331_SD02_3492.JPG,2022-06-27,Instigators,2,2,"[114J, 134J]",,,
20220331_SD02_3493.JPG,2022-06-27,Instigators,1,1,[134J],,,
20220331_SD02_3494.JPG,2022-06-27,Instigators,3,2,"[134J, Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3495.JPG,2022-06-27,Instigators,1,1,[Unknown1],,Juvenile,
20220331_SD02_3496.JPG,2022-06-27,Instigators,2,2,"[167I, 86I]",,,
20220331_SD02_3497.JPG,2022-06-27,Instigators,1,1,[167I],,,
20220331_SD02_3499.JPG,2022-06-27,Instigators,1,1,[Unknown1],,Juvenile,
20220331_SD02_3500.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3501.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3502.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3503.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3504.JPG,2022-06-27,Instigators,2,2,"[Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3507.JPG,2022-06-27,Instigators,2,2,[167I],,,
20220331_SD02_3508.JPG,2022-06-22,Instigators,2,1,[Unknown1],,Juvenile,
20220331_SD02_3509.JPG,2022-06-22,Instigators,2,2,"[Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3510.JPG,2022-06-22,Instigators,1,1,[167I],,,
20220331_SD02_3511.JPG,2022-06-22,Instigators,1,1,[144H],,,
20220331_SD02_3512.JPG,2022-06-22,Instigators,1,1,[144H],,,
20220331_SD02_3515.JPG,2022-06-22,Instigators,1,1,[Unknown1],,Juvenile,
20220331_SD02_3516.JPG,2022-06-22,Instigators,2,2,"[Unknown1, Unknown2]",,"Juvenile, Juvenile",
20220331_SD02_3518.JPG,2022-06-22,Instigators,1,1,[Unknown1],,Juvenile,
20220331_SD02_3522.JPG,2022-06-22,Instigators,1,1,[144H],,,
20220331_SD02_3523.JPG,2022-06-22,Instigators,1,1,[Unknown1],,Juvenile,
20220331_SD02_3524.JPG,2022-06-22,Instigators,1,1,[Unknown1],,Juvenile,
20220331_SD02_3525.JPG,2022-06-22,Instigators,1,1,[Unknown1],,Juvenile,
20220331_SD02_3527.JPG,2022-06-27,Instigators,2,1,"[49Y, 35Y]",,,
20220331_SD02_3528.JPG,2022-06-27,Instigators,2,1,"[49Y, 35Y]",,,
20220331_SD02_3529.JPG,2022-06-27,Instigators,2,1,"[49Y, 35Y]",,,
20220331_SD02_3530.JPG,2022-06-27,Instigators,1,1,[35Y],,,
20220331_SD02_3534.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220331_SD02_3539.JPG,2022-06-27,Instigators,1,1,[48Z],,,
20220415_SD01_4040.JPG,2022-06-22,Instigators,1,1,[86I],,,
20220415_SD01_4044.JPG,2022-06-22,Instigators,1,1,[Unknown1],,J,
20220415_SD01_4046.JPG,2022-06-27,Instigators,1,1,"[48Z, 79G, Unknown1]",,NN,
20220415_SD01_4050.JPG,2022-06-27,Instigators,1,1,[35Y],,,
20220415_SD01_4066.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220415_SD01_4067.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220415_SD01_4077.JPG,2022-06-27,Instigators,3,3,"[68E, 70G, 42K]",,,
20220415_SD01_4078.JPG,2022-06-27,Instigators,1,1,[49Y],,,
20220415_SD01_4079.JPG,2022-06-27,Instigators,1,1,[49Y],,,
20220415_SD01_4080.JPG,2022-06-27,Instigators,1,1,[86I],,,
20220415_SD01_4081.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220415_SD01_4082.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220415_SD01_4086.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220415_SD01_4087.JPG,2022-06-27,Instigators,1,1,[70G],,,
20220415_SD01_4094.JPG,2022-06-27,Instigators,1,1,[42Z],,,
20220415_SD01_4095.JPG,2022-06-27,Instigators,1,1,[35Y],,,
20220415_SD01_4097.JPG,2022-06-27,Instigators,1,1,[167I],,,
20220419_SD02_4436.JPG,2022-06-27,Instigators,2,2,"[59E, 35Y]",,,
20220419_SD02_4438.JPG,2022-06-27,Instigators,1,1,[167I],Dental Star,,
20220419_SD02_4440.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220419_SD02_4441.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220419_SD02_4442.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220419_SD02_4443.JPG,2022-06-27,Instigators,2,2,"[68E, 42K, Unknown1]",,NN,
20220419_SD02_4444.JPG,2022-06-27,Instigators,2,2,"[68E, 42K, Unknown1]",,NN,
20220419_SD02_4445.JPG,2022-06-27,Instigators,2,2,"[68E, 42K]",,,
20220419_SD02_4447.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220419_SD02_4448.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220419_SD02_4451.JPG,2022-06-27,Instigators,2,2,"[70G, 58K]",,,
20220419_SD02_4452.JPG,2022-06-27,Instigators,2,2,"[70G, 58K]",,,
20220419_SD02_4454.JPG,2022-06-27,Instigators,3,3,"[70G, 79G, 58K]",,,
20220419_SD02_4455.JPG,2022-06-27,Instigators,2,1,"[Unknown1, Unknown2]",Dental Star,"J, NN",
20220419_SD02_4457.JPG,2022-06-27,Instigators,2,1,[Unknown1],,J,
20220419_SD02_4462.JPG,2022-06-27,Instigators,1,1,[167I],,,
20220419_SD02_4463.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220419_SD02_4467.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220419_SD02_4473.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220419_SD02_4474.JPG,2022-06-27,Instigators,1,1,[59E],,,
20220419_SD02_4476.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220419_SD02_4479.JPG,2022-06-27,Instigators,2,2,"[59E, 134J]",,,
20220419_SD02_4480.JPG,2022-06-27,Instigators,2,2,"[59E, 134J]",,,
20220419_SD02_4481.JPG,2022-06-27,Instigators,1,1,[59E],,,
